SUMMARY;DESCRIPTION;DTSTART;DTEND;LOCATION;CATEGORIES;UID
R1.10;RT1-A TCHEN CASSANDRA;20251020T120000Z;20251020T140000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d32343039312d382d30
R1.01b;RT1-TP_A1 CHEMINEAU CHRISTOPHE;20250924T060000Z;20250924T100000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d33313338352d302d31
SAE1.05 4H PRESENTATION ORALE;RT1-TP_B2 BIARD MATHIEU;20260114T070000Z;20260114T110000Z;B_206 salle TD;;ADE60323032352d3230323653542d455449454e4e452d33353232382d302d30
SAE1.03 SUIVI;RT1-TP_A1 HEYRAUD CHRISTOPHE;20251020T140000Z;20251020T150000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32373835372d302d30
SAE1.05 PROJET A1;RT1-TP_A1;20260109T070000Z;20260109T090000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d32343336372d312d30
SAE1.03;RT1-TP_A2;20251112T070000Z;20251112T090000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383633392d302d30
SAE1.02 SUIVI PROJET;RT1-TP_A2 MATICHARD PIERRE-JEAN;20260109T100000Z;20260109T110000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d32303335312d302d33
R1.02;RT1-S1 AZZOUNI SOUMAYA;20250929T070000Z;20250929T090000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d31343631342d302d31
SAE1.05 SUIVI PROJET;RT1-TP_B2 BIARD MATHIEU;20260108T090000Z;20260108T100000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d33363536382d302d34
R1.06;RT1-S1 HEYRAUD CHRISTOPHE;20251121T130000Z;20251121T150000Z;A_019 amphi;;ADE60323032352d3230323653542d455449454e4e452d31333439342d302d31
R1.04 ELECTRONIQUE;RT1-A AZZOUNI SOUMAYA;20250926T140000Z;20250926T160000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d31333631332d302d31
R1.07;RT1-A LAURENT NILS;20251007T140000Z;20251007T160000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31353037392d342d30
SAE1.04 TP Présentation orale;RT1-TP_B1 MATICHARD PIERRE-JEAN;20260106T070000Z;20260106T110000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d33353239302d302d30
R1.04 TP;RT1-TP_B2 AZZOUNI SOUMAYA;20251124T070000Z;20251124T090000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343633392d302d32
R1.08 (DS TP);RT1-TP_B2 MARTINI PIERRE;20251010T110000Z;20251010T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363230392d302d30
R1.11 METHODO IA;RT1-B MARTINI PIERRE;20251204T073000Z;20251204T090000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d34383635322d302d30
R1.07 DS TP 2H;RT1-TP_B1 LAURENT NILS;20251112T070000Z;20251112T090000Z;G_002;;ADE60323032352d3230323653542d455449454e4e452d32393036332d302d30
SAE1.05 PROJET B2;RT1-TP_B2;20260107T130000Z;20260107T150000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d36323133392d322d30
Développer ses compétences informationnelles;RT1-TP_B2 BIARD MATHIEU;20251021T140000Z;20251021T160000Z;G_002;;ADE60323032352d3230323653542d455449454e4e452d34343631362d302d30
R1.08;RT1-A MARTINI PIERRE;20250905T120000Z;20250905T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31343632382d302d30
R1.02;RT1-TP_B2 AZZOUNI SOUMAYA;20251007T120000Z;20251007T160000Z;G_002;;ADE60323032352d3230323653542d455449454e4e452d343739372d302d32
Soutien RT1-RT2 (Non Obligatoire);RT1-S1;20251120T130000Z;20251120T170000Z;G_002\,D_110\,G_019\,G_007\,D_028\,D_026\,D_032;;ADE60323032352d3230323653542d455449454e4e452d31333036352d302d31
R1.07 TP;RT1-TP_B1 LAURENT NILS;20251021T080000Z;20251021T100000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31363633312d302d32
Développer ses compétences informationnelles - autonomie;RT1-TP_A1;20251128T130000Z;20251128T150000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d34343537372d302d30
R1.03;RT1-B CHEMINEAU CHRISTOPHE;20251105T090000Z;20251105T110000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d32333436342d302d30
R1.08;RT1-TP_B2 MARTINI PIERRE;20250915T120000Z;20250915T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363236332d302d30
R1.01c;RT1-TP_A2 MARTINI PIERRE;20251021T140000Z;20251021T160000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31313131332d302d35
SAE1.05 PROJET A2;RT1-TP_A2;20260112T100000Z;20260112T110000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d32343535372d332d31
R1.13;RT1-TP_A2 GRIZONNET YANN;20251126T130000Z;20251126T150000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d393631342d302d30
Présentation Vie de Campus;RT1-A;20250915T130000Z;20250915T140000Z;;;ADE60323032352d3230323653542d455449454e4e452d34333130342d302d30
R1.04 ELECTRONIQUE;RT1-B AZZOUNI SOUMAYA;20251119T130000Z;20251119T150000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d31343034332d302d32
SAE1.04 PROJET;RT1-TP_B2;20251104T100000Z;20251104T110000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d33303532382d302d38
R1.11 Voltaire B1;BARNAY FABIENNE RT1-TP_B1;20250925T060000Z;20250925T070000Z;G_016;;ADE60323032352d3230323653542d455449454e4e452d36333638302d302d35
SAE1.02 TP 2H SOUTENANCE;RT1-TP_A2 MATICHARD PIERRE-JEAN;20260109T070000Z;20260109T090000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d32313836352d302d30
R1.14;RT1-TP_A1 GAULTIER BEATRICE;20251020T080000Z;20251020T100000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31343834342d302d32
R1.03;RT1-TP_B2 CHEMINEAU CHRISTOPHE;20251126T070000Z;20251126T110000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31353937342d302d32
R1.08;RT1-TP_B2 MARTINI PIERRE;20251003T120000Z;20251003T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363236332d302d34
R1.09;RT1-TP_B2 LLORCA MAUD;20251003T140000Z;20251003T160000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d32383430372d302d30
R1.14;RT1-A GAULTIER BEATRICE;20250908T080000Z;20250908T100000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d3132372d302d36
R1.07 TP;RT1-TP_A2 AZZOUNI SOUMAYA;20251105T090000Z;20251105T110000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31363631392d302d35
R1.04 TP;RT1-TP_A2 AZZOUNI SOUMAYA;20251203T070000Z;20251203T090000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343539362d302d35
R1.11 COMMUNICATION;RT1-B DIOLEZ JULIE;20251215T130000Z;20251215T150000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d34363837342d302d34
SAE1.01 SUIVI;RT1-TP_A1 AZZOUNI SOUMAYA;20250925T060000Z;20250925T070000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31363533302d302d31
R1.13 TDB;RT1-B GRIZONNET YANN;20251015T140000Z;20251015T160000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d313235322d302d34
R1.14;RT1-A GAULTIER BEATRICE;20250930T060000Z;20250930T080000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d3132372d302d31
R1.06 (DS);RT1-S1 HEYRAUD CHRISTOPHE;20251211T110000Z;20251211T120000Z;G_011_AMPHI;;ADE60323032352d3230323653542d455449454e4e452d31343630382d302d30
R1.01b;RT1-TP_B2 LAURENT NILS;20250924T120000Z;20250924T160000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d33313339332d302d31
R1.11 Voltaire A1;BARNAY FABIENNE RT1-TP_A1;20251016T060000Z;20251016T070000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d36333637372d302d37
R1.08;RT1-TP_A1 MARTINI PIERRE;20250924T120000Z;20250924T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363235372d302d31
R1.11 METHODO;RT1-A BARNAY FABIENNE;20251124T130000Z;20251124T150000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d3837342d312d30
R1.02;RT1-A AZZOUNI SOUMAYA;20251003T080000Z;20251003T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31343631352d302d33
SAE1.02 PROJET;RT1-TP_B1;20251216T160000Z;20251216T170000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31383436332d322d31
SAE1.04 PROJET;RT1-TP_B1;20251117T160000Z;20251117T170000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d33303532352d302d38
R1.04 TP;RT1-TP_B1 AZZOUNI SOUMAYA;20251203T090000Z;20251203T110000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343633312d302d34
Présentation Vie de Campus;RT1-B;20250918T080000Z;20250918T090000Z;;;ADE60323032352d3230323653542d455449454e4e452d34333131362d302d30
R1.08;RT1-TP_B1 MARTINI PIERRE;20250916T080000Z;20250916T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363235362d302d31
R1.10;RT1-TP_B2 KOTTI IMEN;20251208T070000Z;20251208T090000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d33313339342d332d30
R1.14;RT1-TP_B1 GAULTIER BEATRICE;20250917T140000Z;20250917T160000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d31343837332d302d30
R1.07 TP;RT1-TP_B2 EL AMLI AMINE;20251021T060000Z;20251021T080000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31363633372d302d33
SAE1.04 TP;RT1-TP_A1 MATICHARD PIERRE-JEAN;20251107T070000Z;20251107T080000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d32303134392d302d30
R1.03;RT1-TP_A1 CHEMINEAU CHRISTOPHE;20251119T130000Z;20251119T170000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31353936312d302d31
R1.03;RT1-B CHEMINEAU CHRISTOPHE;20251105T130000Z;20251105T150000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d32333436342d302d31
SAE1.05 TP 2H;RT1-TP_A1 BIARD MATHIEU;20251215T130000Z;20251215T150000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d33353339322d302d30
SAE1.05 PROJET B1;RT1-TP_B1;20260107T090000Z;20260107T100000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d33363333382d372d30
R1.01b DS TP;RT1-TP_B2 LAURENT NILS;20251001T120000Z;20251001T160000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d33313338332d302d30
R1.13;RT1-TP_B1 GRIZONNET YANN;20251208T070000Z;20251208T090000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31343235392d302d30
R1.04 PRE QCM;RT1-A CHAMBERT CHRISTOPHE;20250915T120000Z;20250915T130000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31363231312d302d30
R1.13 (ds);RT1-S1 BIARD MATHIEU;20251205T070000Z;20251205T090000Z;G_011_AMPHI;;ADE60323032352d3230323653542d455449454e4e452d31343235382d302d30
R1.13;RT1-S1 BIARD MATHIEU;20250910T120000Z;20250910T140000Z;A_021 amphi;;ADE60323032352d3230323653542d455449454e4e452d3837332d302d32
SAE1.01;RT1-TP_B1;20250916T150000Z;20250916T160000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d31363532322d312d30
R1.03;RT1-A AZZOUNI SOUMAYA;20251106T090000Z;20251106T110000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31353537332d302d32
R1.01c;RT1-TP_A1 MARTINI PIERRE;20251022T060000Z;20251022T080000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31303435332d302d35
SAE1.04 PROJET;RT1-TP_A2;20251205T140000Z;20251205T150000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d33303532322d302d38
SAE1.03;RT1-TP_A1;20251110T130000Z;20251110T150000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383437352d302d30
R1.07;RT1-A LAURENT NILS;20251017T063000Z;20251017T080000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d31353037392d372d30
R1.01b;RT1-TP_A2 LAURENT NILS;20250924T060000Z;20250924T100000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d33313338382d302d31
SAE1.01;RT1-TP_B1;20250915T130000Z;20250915T140000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31363532322d342d30
R1.01b DS TP;RT1-TP_A2 LAURENT NILS;20251001T060000Z;20251001T100000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d33313337302d302d30
R1.13 TDB;RT1-B GRIZONNET YANN;20251110T090000Z;20251110T110000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d313235322d302d30
R1.08;RT1-TP_A2 MARTINI PIERRE;20250919T080000Z;20250919T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363236312d302d33
R1.08;RT1-TP_A1 MARTINI PIERRE;20250912T120000Z;20250912T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363235372d302d33
R1.04 PRE;RT1-A CHAMBERT CHRISTOPHE;20250902T140000Z;20250902T160000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d31343136342d302d30
R1.04 TP;RT1-TP_B2 AZZOUNI SOUMAYA;20251202T070000Z;20251202T090000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343633392d302d33
R1.07 TP;RT1-TP_B1 LAURENT NILS;20251020T080000Z;20251020T100000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d31363633312d302d31
R1.14;RT1-B GAULTIER BEATRICE;20251104T143000Z;20251104T163000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d31343832382d302d36
SAE1.04 PROJET;RT1-TP_A1;20251202T140000Z;20251202T150000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d33303531372d302d38
R1.10;RT1-A TCHEN CASSANDRA;20250911T060000Z;20250911T080000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d32343039312d342d30
SAE1.02 SUIVI PROJET;RT1-TP_B1 CHAMBERT CHRISTOPHE;20260106T150000Z;20260106T160000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d32303335332d302d34
R1.03;RT1-TP_B1 AZZOUNI SOUMAYA;20251114T070000Z;20251114T110000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31353936352d302d30
R1.07 TP;RT1-TP_B2 EL AMLI AMINE;20251104T070000Z;20251104T090000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31363633372d302d38
R1.08 (DS TP);RT1-TP_B1 MARTINI PIERRE;20251017T060000Z;20251017T090000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31353733322d302d30
SAE1.03;RT1-TP_A2;20251020T090000Z;20251020T100000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383633392d312d32
SAE1.02 PROJET;RT1-TP_B1;20251208T160000Z;20251208T170000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383436332d332d31
R1.10;RT1-B KOTTI IMEN;20250919T080000Z;20250919T100000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d34353235332d322d30
R1.08;RT1-TP_A1 MARTINI PIERRE;20250917T080000Z;20250917T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363235372d302d35
R1.04 PRE;RT1-B HEYRAUD CHRISTOPHE;20250910T140000Z;20250910T160000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343132362d302d33
R1.13 TDA;RT1-A BIARD MATHIEU;20251118T130000Z;20251118T150000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d3734332d302d38
R1.03 DS TP;RT1-TP_B2 CHEMINEAU CHRISTOPHE;20251203T070000Z;20251203T110000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d32383734302d302d30
R1.10;RT1-TP_B1 KOTTI IMEN;20260112T130000Z;20260112T150000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d33303233362d322d30
R1.10;RT1-A TCHEN CASSANDRA;20251022T140000Z;20251022T160000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d32343039312d302d30
R1.07;RT1-A LAURENT NILS;20251006T140000Z;20251006T160000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31353037392d312d30
R1.10;RT1-B KOTTI IMEN;20251107T133000Z;20251107T150000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d34353235332d382d30
R1.08;RT1-A MARTINI PIERRE;20250910T080000Z;20250910T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31343632382d302d31
SAE1.04 PROJET;RT1-TP_B2;20251104T090000Z;20251104T100000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d33303532382d302d37
R1.08 (DS TP);RT1-TP_A1 MARTINI PIERRE;20251013T130000Z;20251013T160000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31353931352d302d30
SAE1.04 SUIVI PROJET;RT1-TP_A2 MATICHARD PIERRE-JEAN;20251114T090000Z;20251114T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d33303533312d302d31
R1.10;RT1-TP_A2 TCHEN CASSANDRA;20251203T130000Z;20251203T150000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d33313334382d322d30
R1.14;RT1-B GAULTIER BEATRICE;20250915T060000Z;20250915T080000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d31343832382d302d31
SAE1.01 SUIVI;RT1-TP_A1 AZZOUNI SOUMAYA;20250912T140000Z;20250912T150000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31363533302d302d30
R1.07 TP;RT1-TP_A1 LAURENT NILS;20251105T090000Z;20251105T110000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31363631382d302d3130
SAE1.04 PROJET;RT1-TP_B2;20251117T080000Z;20251117T090000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d33303532382d302d33
R1.13;RT1-TP_B1 GRIZONNET YANN;20251128T150000Z;20251128T170000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31343235392d302d32
"presentation ""JE FILME MA FORMATION""";RT1-S1 RT2-S3 RT3-S5 BOULEUX GUILLAUME;20250918T100000Z;20250918T103000Z;G_011_AMPHI;;ADE60323032352d3230323653542d455449454e4e452d373036352d302d30
R1.07 TP;RT1-TP_B2 EL AMLI AMINE;20251110T070000Z;20251110T090000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31363633372d302d39
R1.01c;RT1-TP_A1 MARTINI PIERRE;20251015T140000Z;20251015T160000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31303435332d302d32
R1.04 DS TP;RT1-TP_B1 AZZOUNI SOUMAYA;20260105T090000Z;20260105T110000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d353530362d302d30
R1.13;RT1-TP_B2 BIARD MATHIEU Armoire PC portable;20251202T090000Z;20251202T110000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d31343237312d302d32
R1.06;RT1-B HEYRAUD CHRISTOPHE;20251208T090000Z;20251208T110000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d35303739352d332d30
Développer ses compétences informationnelles;RT1-TP_B1 HEYRAUD CHRISTOPHE;20251020T110000Z;20251020T130000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d34343631312d302d30
SAE1.02 PROJET;RT1-TP_A2;20251205T150000Z;20251205T170000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31383436312d302d30
R1.08;RT1-TP_B2 MARTINI PIERRE;20250917T140000Z;20250917T160000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363236332d302d31
SAE1.02 PROJET;RT1-TP_A1;20251217T160000Z;20251217T170000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383436302d332d30
R1.01c;RT1-A MARTINI PIERRE;20251006T120000Z;20251006T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31343538362d302d30
VISITE BU (présence OBLIGATOIRE);RT1-TP_A1 HEYRAUD CHRISTOPHE;20250919T080000Z;20250919T090000Z;;;ADE60323032352d3230323653542d455449454e4e452d32393831392d302d30
R1.07 TP;RT1-TP_A1 LAURENT NILS;20251017T120000Z;20251017T140000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31363631382d302d36
R1.01c;RT1-S1 MARTINI PIERRE;20251006T060000Z;20251006T080000Z;G_011_AMPHI;;ADE60323032352d3230323653542d455449454e4e452d32313535372d302d30
SAE1.04 SUIVI PROJET;RT1-TP_B2 MATICHARD PIERRE-JEAN;20251204T100000Z;20251204T110000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d33303533392d302d32
SAE1.05 SUIVI PROJET;RT1-TP_A1 BIARD MATHIEU;20260107T070000Z;20260107T080000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d33353434372d302d31
SAE1.05 PROJET A1;RT1-TP_A1;20260107T130000Z;20260107T140000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d32343336372d31312d30
SAE1.05 TP 2H;RT1-TP_B1 BIARD MATHIEU;20251215T070000Z;20251215T090000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d33393239342d302d30
SAE1.05 PROJET B2;RT1-TP_B2;20260107T080000Z;20260107T090000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d36323133392d342d30
SAE1.05 PROJET A1;RT1-TP_A1;20251219T080000Z;20251219T090000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32343336372d31302d30
R1.07 TP;RT1-TP_A2 AZZOUNI SOUMAYA;20251013T140000Z;20251013T160000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31363631392d302d30
R1.07;RT1-B LAURENT NILS;20250929T140000Z;20250929T160000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31353039342d352d30
R1.11 Voltaire A1;BARNAY FABIENNE RT1-TP_A1;20251002T090000Z;20251002T100000Z;G_016;;ADE60323032352d3230323653542d455449454e4e452d36333637372d302d30
SAE1.01 SUIVI;RT1-TP_B1 AZZOUNI SOUMAYA;20250916T140000Z;20250916T150000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d31363533352d302d32
R1.14;RT1-TP_B2 GAULTIER BEATRICE;20251013T140000Z;20251013T160000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d31343837382d302d31
SAE1.02 SUIVI PROJET;RT1-TP_B2 MATICHARD PIERRE-JEAN;20251203T130000Z;20251203T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d32303335352d302d30
R1.08;RT1-TP_A1 MARTINI PIERRE;20250918T080000Z;20250918T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363235372d302d30
R1.04 ELECTRONIQUE;RT1-B AZZOUNI SOUMAYA;20251117T130000Z;20251117T150000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d31343034332d302d30
R1.07 TP;RT1-TP_A1 LAURENT NILS;20251024T060000Z;20251024T080000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31363631382d302d31
SAE1.05 PROJET B2;RT1-TP_B2;20260109T130000Z;20260109T150000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d36323133392d312d30
présentation TEDS;RT1-TP_A1;20251118T070000Z;20251118T080000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d343139332d302d30
R1.13;RT1-S1 BIARD MATHIEU;20250905T080000Z;20250905T100000Z;G_011_AMPHI;;ADE60323032352d3230323653542d455449454e4e452d3837332d302d30
R1.15;RT1-TP_A1 GUILLOT TIPHANIE;20251015T120000Z;20251015T140000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d34363933362d312d30
SAE1.04 PROJET;RT1-TP_B2;20251117T070000Z;20251117T080000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d33303532382d302d32
R1.11 METHODO IA;RT1-A MARTINI PIERRE;20251208T140000Z;20251208T153000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d34383633322d302d30
SAE1.01;RT1-TP_A1;20250916T060000Z;20250916T080000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363531342d302d30
SAE1.05 PROJET A1;RT1-TP_A1;20260107T140000Z;20260107T150000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d32343336372d392d30
SAE1.04;RT1-A MATICHARD PIERRE-JEAN;20251202T073000Z;20251202T090000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31393835302d302d31
SAE1.02 TD;RT1-B CHAMBERT CHRISTOPHE;20251209T160000Z;20251209T170000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d36303230372d312d30
SAE1.05 PROJET A2;RT1-TP_A2;20260112T090000Z;20260112T100000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d32343535372d322d30
SAE1.01 SUIVI;RT1-TP_A2 AZZOUNI SOUMAYA;20250912T120000Z;20250912T130000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31363533342d302d30
R1.03 DS TD;RT1-B CHEMINEAU CHRISTOPHE;20251112T130000Z;20251112T140000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d32383636392d302d30
SAE1.02 PROJET;RT1-TP_A2;20251212T100000Z;20251212T110000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383436312d312d31
R1.04 PRE;RT1-B HEYRAUD CHRISTOPHE;20250903T140000Z;20250903T160000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d31343132362d302d31
R1.02;RT1-TP_B2 AZZOUNI SOUMAYA;20251009T060000Z;20251009T100000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d343739372d302d31
R1.02;RT1-TP_B1 CHAMBERT CHRISTOPHE;20251007T120000Z;20251007T160000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d333937372d302d31
SAE1.04 PROJET;RT1-TP_B2;20251118T080000Z;20251118T090000Z;G_002;;ADE60323032352d3230323653542d455449454e4e452d33303532382d302d34
SAE1.05 SUIVI PROJET;RT1-TP_A2 BIARD MATHIEU;20260106T140000Z;20260106T150000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d33353435322d302d33
SAE1.04 TP;RT1-TP_B1 MATICHARD PIERRE-JEAN;20251024T120000Z;20251024T130000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32313438342d302d30
R1.04 TP;RT1-TP_B1 AZZOUNI SOUMAYA;20251203T130000Z;20251203T150000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343633312d302d30
SAE1.02 SUIVI PROJET;RT1-TP_B2 MATICHARD PIERRE-JEAN;20251211T070000Z;20251211T080000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32303335352d302d33
R1.01b;RT1-A AZZOUNI SOUMAYA;20250911T080000Z;20250911T100000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31343536302d332d30
R1.01c TP DS;RT1-TP_A1 MARTINI PIERRE;20251024T140000Z;20251024T160000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d35363431362d302d30
SAE1.03;RT1-TP_B1;20251103T100000Z;20251103T110000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32313233382d312d32
R1.02;RT1-TP_A2 AZZOUNI SOUMAYA;20251008T120000Z;20251008T160000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d333831382d302d32
SAE1.01;RT1-TP_A2;20250923T060000Z;20250923T080000Z;G_010;;ADE60323032352d3230323653542d455449454e4e452d31363532312d302d32
